,日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,与年成交量比率
0,2019/01/02,4.3,4.34,4.23,4.24,2238800.0,953.1222,0.0,0.0
1,2019/01/03,4.25,4.25,4.04,4.04,3782600.0,1563.5224,-47.17,0.0
2,2019/01/04,4.03,4.23,3.96,4.2,5331410.0,2218.8218,39.6,0.0
3,2019/01/07,4.18,4.25,4.13,4.23,6429501.0,2697.233,7.14,0.0
4,2019/01/08,4.24,4.29,4.16,4.22,4587700.0,1940.3138,-2.36,0.0
5,2019/01/09,4.25,4.39,4.22,4.3,8349700.0,3610.9268,18.96,0.0
6,2019/01/10,4.34,4.44,4.3,4.32,6246342.0,2722.5636,4.65,0.0
7,2019/01/11,4.25,4.31,4.2,4.25,4143102.0,1753.549,-16.2,0.0
8,2019/01/14,4.29,4.32,4.23,4.3,2834203.0,1215.0084,11.76,0.0
9,2019/01/15,4.29,4.29,4.21,4.26,3587608.0,1523.9126,-9.3,0.0
10,2019/01/16,4.26,4.32,4.26,4.27,3443960.0,1475.2462,2.35,0.0
11,2019/01/17,4.27,4.34,4.24,4.33,3946329.0,1698.0354,14.05,0.0
12,2019/01/18,4.29,4.31,4.2,4.28,5715980.0,2424.286,-11.55,0.0
13,2019/01/21,4.26,4.29,4.23,4.27,2228049.0,947.5563,-2.34,0.0
14,2019/01/22,4.31,4.34,4.22,4.24,2252492.0,961.6496,-7.03,0.0
15,2019/01/23,4.2,4.43,4.2,4.36,8434531.0,3666.5308,28.3,0.0
16,2019/01/24,4.38,4.63,4.27,4.51,12912821.0,5816.2356,34.4,0.0
17,2019/01/25,4.43,4.52,4.32,4.42,7329360.0,3246.1056,-19.96,0.0
18,2019/01/28,4.43,4.51,4.31,4.34,5067809.0,2223.9296,-18.1,0.0
19,2019/01/29,4.34,4.39,4.13,4.25,5725080.0,2427.8596,-20.74,0.0
20,2019/01/30,4.2,4.24,4.12,4.14,3689500.0,1543.3112,-25.88,0.0
21,2019/01/31,4.03,4.22,4.0,4.22,4048609.0,1688.19,19.32,0.0
22,2019/02/01,4.2,4.27,4.19,4.25,2277900.0,963.8517,7.11,0.0
23,2019/02/11,4.24,4.31,4.22,4.28,4413300.0,1877.2288,7.06,0.0
24,2019/02/12,4.26,4.35,4.24,4.35,3423600.0,1474.1864,16.36,0.0
25,2019/02/13,4.34,4.51,4.31,4.43,7630250.0,3371.4016,18.39,0.0
26,2019/02/14,4.49,4.49,4.37,4.38,3857900.0,1703.2702,-11.29,0.0
27,2019/02/15,4.37,4.4,4.28,4.34,4445000.0,1924.4446,-9.13,0.0
28,2019/02/18,4.34,4.53,4.34,4.46,7502950.0,3341.6756,27.65,0.0
29,2019/02/19,4.51,4.75,4.51,4.6,8882551.0,4106.1788,31.39,0.0
30,2019/02/20,4.53,4.83,4.53,4.83,10147899.0,4778.5032,50.0,0.0
31,2019/02/21,4.91,5.01,4.75,4.78,9399229.0,4594.0484,-10.35,0.0
32,2019/02/22,4.74,4.9,4.63,4.84,8633031.0,4125.7164,12.55,0.0
33,2019/02/25,4.92,5.2,4.83,5.12,11962625.0,6021.0352,57.85,0.0
34,2019/02/26,5.17,5.25,5.02,5.1,9122051.0,4700.3564,-3.91,0.0
35,2019/02/27,5.05,5.18,4.93,4.99,11802325.0,5943.528,-21.57,0.0
36,2019/02/28,5.0,5.22,5.0,5.1,7932500.0,4058.2092,22.04,0.0
37,2019/03/01,5.11,5.19,5.02,5.08,5181300.0,2626.9324,-3.92,0.0
38,2019/03/04,5.1,5.19,5.1,5.14,9872709.0,5085.7032,11.81,0.0
39,2019/03/05,5.13,5.35,5.07,5.35,10708532.0,5623.4336,40.86,0.0
40,2019/03/06,5.39,5.58,5.36,5.52,9041125.0,4961.1856,31.78,0.0
41,2019/03/07,5.5,6.07,5.41,6.07,14039602.0,8337.76,99.64,0.0
42,2019/03/08,5.72,6.01,5.55,5.61,11504927.0,6651.888,-75.78,0.0
43,2019/03/11,5.61,5.92,5.61,5.87,5488901.0,3168.5904,46.35,0.0
44,2019/03/12,5.87,6.45,5.87,6.27,10291690.0,6419.8932,68.14,0.0
45,2019/03/13,6.33,6.44,6.12,6.19,8398251.0,5224.3192,-12.76,0.0
46,2019/03/14,6.02,6.14,5.88,5.93,7378163.0,4418.2744,-42.0,0.0
47,2019/03/15,6.0,6.02,5.86,5.98,5334501.0,3166.6604,8.43,0.0
48,2019/03/18,5.9,6.02,5.87,6.0,6342811.0,3773.8632,3.34,0.0
49,2019/03/19,6.04,6.06,5.86,5.9,6634312.0,3934.9136,-16.67,0.0
50,2019/03/20,5.94,5.97,5.76,5.92,6204138.0,3646.5372,3.39,0.0
51,2019/03/21,5.9,6.15,5.84,6.02,6221599.0,3755.9544,16.89,0.0
52,2019/03/22,6.08,6.08,5.9,5.92,4913216.0,2929.5262,-16.61,0.0
53,2019/03/25,5.9,5.97,5.75,5.8,5673656.0,3321.3198,-20.27,0.0
54,2019/03/26,5.94,5.94,5.57,5.65,6485601.0,3744.2264,-25.86,0.0
55,2019/03/27,5.77,5.77,5.45,5.59,4104237.0,2288.9274,-10.62,0.0
56,2019/03/28,5.64,5.65,5.43,5.53,4776100.0,2647.1462,-10.73,0.0
57,2019/03/29,5.5,5.64,5.27,5.56,6393652.0,3499.4724,5.42,0.0
58,2019/04/01,5.63,5.8,5.6,5.73,5350602.0,3062.6596,30.58,0.0
59,2019/04/02,5.68,5.79,5.61,5.63,4864002.0,2756.2918,-17.45,0.0
