,日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,与年成交量比率
0,2019/01/02,22.8,23.39,22.8,23.07,304500.0,711.966,0.0,0.31
1,2019/01/03,23.29,23.29,22.58,22.64,262400.0,606.12245,-18.64,0.26
2,2019/01/04,22.87,23.13,22.09,22.92,487100.0,1125.597,12.37,0.49
3,2019/01/07,23.1,23.31,22.95,23.02,549220.0,1283.7527,4.36,0.56
4,2019/01/08,22.97,23.65,22.59,23.57,752829.0,1768.0986,23.89,0.76
5,2019/01/09,23.62,23.67,23.2,23.2,583500.0,1380.7263,-15.7,0.6
6,2019/01/10,23.09,23.36,22.8,23.02,282749.0,659.68215,-7.76,0.29
7,2019/01/11,23.02,23.25,22.84,23.04,251904.0,586.08825,0.87,0.25
8,2019/01/14,23.27,24.05,23.09,23.77,1015663.0,2437.3126,31.68,1.05
9,2019/01/15,23.76,23.94,23.37,23.71,500198.0,1195.7799,-2.52,0.52
10,2019/01/16,23.93,24.16,23.71,24.13,583600.0,1414.2751,17.71,0.61
11,2019/01/17,23.87,26.57,23.78,24.66,2038384.0,5158.1832,21.96,2.23
12,2019/01/18,24.46,25.07,24.21,24.98,980682.0,2444.9226,12.98,1.06
13,2019/01/21,24.98,25.27,24.67,24.87,705076.0,1771.8562,-4.4,0.77
14,2019/01/22,24.81,25.05,24.03,24.63,660492.0,1657.1248,-9.65,0.72
15,2019/01/23,24.61,25.12,24.59,24.97,649890.0,1634.2439,13.8,0.71
16,2019/01/24,24.97,25.55,24.81,25.37,533972.0,1361.6994,16.02,0.59
17,2019/01/25,25.34,25.87,25.27,25.64,580503.0,1500.6639,10.64,0.65
18,2019/01/28,25.64,28.23,25.64,28.23,1825068.0,5050.8572,101.01,2.18
19,2019/01/29,28.69,30.87,28.24,29.01,1923188.0,5656.4332,27.63,2.45
20,2019/01/30,28.26,29.25,27.84,29.25,1244727.0,3578.6376,8.27,1.55
21,2019/01/31,28.54,29.25,28.54,28.57,884475.0,2567.8102,-23.25,1.11
22,2019/02/01,28.19,29.52,28.08,29.0,816494.0,2379.4712,15.05,1.03
23,2019/02/11,29.22,31.92,28.77,31.92,1354688.0,4111.1052,100.69,1.78
24,2019/02/12,33.21,35.14,32.05,35.14,1902050.0,6487.8268,100.88,2.81
25,2019/02/13,35.77,38.05,32.95,36.56,4394600.0,15401.9472,40.41,6.66
26,2019/02/14,34.18,35.29,32.88,32.88,6094912.0,20444.7536,-100.66,8.84
27,2019/02/15,30.77,31.55,30.28,31.07,3962323.0,12302.8648,-55.05,5.32
28,2019/02/18,31.03,31.75,30.67,31.61,3163663.0,9927.6752,17.38,4.29
29,2019/02/19,31.48,32.07,30.87,30.89,2677506.0,8454.976,-22.78,3.66
30,2019/02/20,30.73,30.76,29.89,30.69,2102294.0,6421.4128,-6.47,2.78
31,2019/02/21,30.68,32.57,30.68,31.83,3945394.0,12699.9128,37.15,5.49
32,2019/02/22,31.79,31.89,31.27,31.83,2087492.0,6632.7292,0.0,2.87
33,2019/02/25,31.9,32.96,30.77,32.74,3494896.0,11295.8792,28.59,4.89
34,2019/02/26,32.65,33.46,31.78,33.27,3463310.0,11367.0032,16.19,4.92
35,2019/02/27,33.36,35.12,32.77,33.13,3582714.0,12316.7288,-4.21,5.33
36,2019/02/28,32.72,32.74,29.79,31.75,2068114.0,6619.7612,-41.65,2.86
37,2019/03/01,31.46,32.27,31.46,31.99,1375700.0,4410.6656,7.56,1.91
38,2019/03/04,31.78,33.2,31.77,32.96,2838608.0,9287.4936,30.32,4.02
39,2019/03/05,31.57,32.54,31.16,32.46,3053032.0,9785.2128,-15.17,4.23
40,2019/03/06,32.31,32.37,31.6,32.3,2438698.0,7850.192,-4.93,3.4
41,2019/03/07,32.12,32.12,31.3,31.52,2272874.0,7249.844,-24.15,3.14
42,2019/03/08,31.69,31.75,29.66,29.72,1815700.0,5667.5384,-57.11,2.45
43,2019/03/11,29.57,30.43,29.37,30.37,1124300.0,3417.8292,21.87,1.48
44,2019/03/12,30.67,31.15,30.42,30.92,1245098.0,3877.7528,18.11,1.68
45,2019/03/13,31.12,31.27,30.09,30.13,1156838.0,3574.4996,-25.55,1.55
46,2019/03/14,30.32,30.85,29.45,29.59,708528.0,2134.1852,-17.92,0.92
47,2019/03/15,29.59,30.48,29.59,30.35,796728.0,2429.5708,25.68,1.05
48,2019/03/18,30.63,31.15,30.35,31.04,1012828.0,3152.5366,22.73,1.36
49,2019/03/19,31.04,31.04,30.35,30.77,764500.0,2366.2976,-8.7,1.02
50,2019/03/20,31.03,31.05,29.99,30.42,610500.0,1873.2368,-11.37,0.81
51,2019/03/21,30.71,31.12,30.43,30.84,1097434.0,3400.3288,13.81,1.47
52,2019/03/22,30.84,31.06,30.57,31.06,866828.0,2696.9002,7.13,1.17
