,日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,与年成交量比率
0,2019/01/02,5.74,5.77,5.67,5.75,909500.0,521.435,0.0,0.25
1,2019/01/03,5.75,5.8,5.72,5.8,845477.0,487.88745,8.7,0.24
2,2019/01/04,5.72,5.9,5.69,5.89,1745600.0,1017.5577,15.52,0.49
3,2019/01/07,5.91,5.98,5.89,5.98,1711100.0,1016.5619,15.28,0.49
4,2019/01/08,5.98,6.01,5.93,5.97,885700.0,528.4738,-1.67,0.26
5,2019/01/09,5.97,6.08,5.96,5.99,1416100.0,855.2788,3.35,0.41
6,2019/01/10,5.99,6.09,5.98,6.02,1138936.0,688.21595,5.01,0.33
7,2019/01/11,6.01,6.07,6.01,6.06,1110003.0,670.6375,6.64,0.32
8,2019/01/14,6.06,6.13,5.97,6.0,1458703.0,880.0377,-9.9,0.43
9,2019/01/15,6.0,6.08,5.96,6.06,1249950.0,753.63365,10.0,0.36
10,2019/01/16,6.06,6.16,6.06,6.1,1682333.0,1029.2261,6.6,0.5
11,2019/01/17,6.1,6.17,6.0,6.01,1411462.0,859.8875,-14.75,0.42
12,2019/01/18,6.05,6.08,5.99,6.04,1640855.0,990.8912,4.99,0.48
13,2019/01/21,6.06,6.12,6.04,6.05,1123312.0,681.97245,1.66,0.33
14,2019/01/22,6.05,6.08,5.96,5.98,1229232.0,738.72565,-11.57,0.36
15,2019/01/23,5.98,6.06,5.97,6.05,994692.0,599.6946,11.71,0.29
16,2019/01/24,6.03,6.07,5.98,6.05,1188863.0,717.31295,0.0,0.35
17,2019/01/25,6.01,6.07,5.93,5.98,1213539.0,728.64955,-11.57,0.35
18,2019/01/28,6.02,6.06,5.94,5.98,1265800.0,760.6838,0.0,0.37
19,2019/01/29,5.98,6.0,5.74,5.78,1740807.0,1014.9255,-33.44,0.49
20,2019/01/30,5.75,5.82,5.7,5.72,1169000.0,674.3806,-10.38,0.33
21,2019/01/31,5.74,5.75,5.47,5.51,1870500.0,1043.9762,-36.71,0.5
22,2019/02/01,5.53,5.68,5.53,5.65,1140665.0,640.45935,25.41,0.31
23,2019/02/11,5.68,5.82,5.64,5.79,1055100.0,606.7294,24.78,0.29
24,2019/02/12,5.78,5.96,5.78,5.92,1784303.0,1051.0702,22.45,0.51
25,2019/02/13,5.94,5.99,5.88,5.99,1644251.0,977.8642,11.82,0.47
26,2019/02/14,5.97,6.03,5.96,6.01,1507404.0,904.2823,3.34,0.44
27,2019/02/15,6.0,6.06,5.96,6.0,1567493.0,942.502,-1.66,0.46
28,2019/02/18,6.0,6.2,6.0,6.18,2580605.0,1586.833,30.0,0.77
29,2019/02/19,6.22,6.25,6.11,6.18,2044722.0,1266.7549,0.0,0.61
30,2019/02/20,6.15,6.23,6.14,6.23,1931801.0,1193.8885,8.09,0.58
