,日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,与年成交量比率
0,2019/01/02,6.93,6.94,6.85,6.85,8974966.0,6334.6992,0.0,0.39
1,2019/01/03,6.89,6.99,6.83,6.86,9335526.0,6587.9296,1.46,0.4
2,2019/01/04,6.78,7.02,6.76,7.0,16284650.0,11558.2136,20.41,0.71
3,2019/01/07,7.04,7.12,7.01,7.05,16865474.0,12175.312,7.14,0.75
4,2019/01/08,7.03,7.05,6.99,7.01,12916821.0,9286.2864,-5.67,0.57
5,2019/01/09,7.02,7.17,7.02,7.06,23501789.0,17099.8768,7.13,1.05
6,2019/01/10,7.04,7.07,6.98,7.01,15750993.0,11322.0744,-7.08,0.7
7,2019/01/11,7.02,7.03,6.93,7.02,14701789.0,10517.3792,1.43,0.65
8,2019/01/14,7.03,7.06,6.98,7.01,12263931.0,8811.7624,-1.42,0.54
9,2019/01/15,7.0,7.08,6.95,7.07,13400251.0,9640.0152,8.56,0.59
10,2019/01/16,7.07,7.14,7.03,7.06,11021916.0,7977.9672,-1.41,0.49
11,2019/01/17,7.03,7.11,6.99,7.03,12079759.0,8720.344,-4.25,0.54
12,2019/01/18,7.03,7.2,7.01,7.19,23240071.0,16968.3232,22.76,1.04
13,2019/01/21,7.2,7.31,7.16,7.29,20463670.0,15217.8016,13.91,0.93
14,2019/01/22,7.28,7.29,7.11,7.16,16861584.0,12428.992,-17.83,0.76
15,2019/01/23,7.12,7.26,7.07,7.22,12626239.0,9275.6568,8.38,0.57
16,2019/01/24,7.23,7.26,7.12,7.17,12338904.0,9084.6344,-6.93,0.56
17,2019/01/25,7.16,7.24,7.16,7.19,10714069.0,7903.8208,2.79,0.49
18,2019/01/28,7.26,7.39,7.18,7.21,20150486.0,15005.2192,2.78,0.92
19,2019/01/29,7.18,7.21,7.06,7.15,12899751.0,9422.4312,-8.32,0.58
20,2019/01/30,7.16,7.23,7.1,7.14,9964281.0,7303.5712,-1.4,0.45
21,2019/01/31,7.12,7.17,6.96,7.0,16211497.0,11716.212,-19.61,0.72
22,2019/02/01,7.03,7.31,7.03,7.29,18183389.0,13378.596,41.43,0.82
23,2019/02/11,7.31,7.59,7.25,7.58,26749417.0,20505.976,39.78,1.26
24,2019/02/12,7.53,7.68,7.51,7.6,24159855.0,18818.0352,2.64,1.16
25,2019/02/13,7.65,7.83,7.63,7.76,32862776.0,25966.9312,21.05,1.59
26,2019/02/14,7.76,7.83,7.68,7.74,21311866.0,16874.5296,-2.58,1.04
27,2019/02/15,7.73,7.85,7.67,7.71,21503168.0,17038.8752,-3.88,1.05
28,2019/02/18,7.76,8.01,7.76,8.01,29096086.0,23507.8736,38.91,1.44
29,2019/02/19,8.04,8.18,7.86,7.96,33248333.0,27187.6928,-6.24,1.67
30,2019/02/20,8.03,8.1,7.94,8.02,20582783.0,16845.5728,7.54,1.03
31,2019/02/21,8.04,8.07,7.84,7.89,29453824.0,23964.504,-16.21,1.47
32,2019/02/22,7.89,8.12,7.88,8.1,27430520.0,22399.4576,26.62,1.38
33,2019/02/25,8.14,8.61,8.11,8.58,48176345.0,41204.5184,59.26,2.53
34,2019/02/26,8.58,8.93,8.51,8.7,51796993.0,46265.4848,13.99,2.84
35,2019/02/27,8.71,8.81,8.44,8.57,30441149.0,26828.3392,-14.94,1.65
36,2019/02/28,8.64,8.75,8.56,8.64,19768727.0,17438.0704,8.17,1.07
37,2019/03/01,8.67,8.75,8.59,8.72,22878258.0,20236.9968,9.26,1.24
38,2019/03/04,8.78,9.11,8.78,8.9,46286888.0,42306.6752,20.64,2.6
39,2019/03/05,8.89,9.25,8.81,9.25,36996410.0,34220.6208,39.33,2.1
40,2019/03/06,9.34,9.58,9.26,9.54,47251982.0,45346.368,31.35,2.78
41,2019/03/07,9.5,9.62,9.34,9.47,41651265.0,40199.4656,-7.34,2.47
42,2019/03/08,9.33,9.6,9.08,9.1,42116403.0,39781.024,-39.07,2.44
43,2019/03/11,9.14,9.71,9.14,9.71,39866117.0,38260.4544,67.03,2.35
44,2019/03/12,9.74,9.99,9.5,9.66,45517083.0,44990.176,-5.15,2.76
45,2019/03/13,9.55,9.64,9.28,9.33,32949726.0,31597.52,-34.16,1.94
46,2019/03/14,9.26,9.42,8.98,9.08,31183684.0,28976.0064,-26.8,1.78
47,2019/03/15,9.18,9.51,9.13,9.4,33474127.0,31885.7472,35.24,1.96
48,2019/03/18,9.49,9.66,9.35,9.64,32949801.0,32135.8176,25.53,1.97
49,2019/03/19,9.68,9.71,9.48,9.61,25206159.0,24584.976,-3.11,1.51
50,2019/03/20,9.55,9.65,9.36,9.45,32646493.0,31423.1744,-16.65,1.93
51,2019/03/21,9.52,9.81,9.49,9.74,44365066.0,43514.3808,30.69,2.67
52,2019/03/22,9.74,9.74,9.39,9.54,30037152.0,29111.424,-20.53,1.79
53,2019/03/25,9.29,9.48,9.25,9.36,22745282.0,21751.6048,-18.87,1.34
54,2019/03/26,9.42,9.51,9.03,9.06,25088307.0,23563.0576,-32.05,1.45
55,2019/03/27,9.02,9.02,8.58,8.82,45676155.0,40780.3616,-26.49,2.5
56,2019/03/28,8.82,8.92,8.68,8.68,18867369.0,16936.5888,-15.87,1.04
57,2019/03/29,8.71,8.97,8.53,8.94,32739286.0,29380.1088,29.95,1.8
58,2019/04/01,9.0,9.85,9.0,9.65,65127273.0,63418.4256,79.42,3.89
59,2019/04/02,9.76,10.46,9.68,10.31,85041543.0,87653.4208,68.39,5.38
60,2019/04/03,10.18,10.41,10.07,10.3,53799189.0,55897.12,-0.97,3.43
61,2019/04/04,10.38,10.91,10.32,10.83,83514812.0,91028.0576,51.46,5.59
62,2019/04/08,11.93,11.93,11.33,11.45,127811084.0,150773.2096,57.25,9.26
63,2019/04/09,11.28,11.28,10.57,10.77,84579706.0,93238.016,-59.39,5.72
64,2019/04/10,10.77,11.11,10.52,10.85,61036710.0,67042.1376,7.43,4.12
65,2019/04/11,10.75,10.75,10.3,10.38,45965333.0,49223.888,-43.32,3.02
66,2019/04/12,10.44,10.53,10.11,10.26,27434730.0,28785.6864,-11.56,1.77
67,2019/04/15,10.41,10.61,10.04,10.05,30138820.0,31673.7952,-20.47,1.94
68,2019/04/16,10.15,10.46,10.0,10.42,29529516.0,30797.2672,36.82,1.89
69,2019/04/17,10.42,10.67,10.34,10.46,34063480.0,36294.7648,3.84,2.23
70,2019/04/18,10.46,10.54,10.27,10.36,18807498.0,19882.736,-9.56,1.22
71,2019/04/19,10.34,10.81,10.23,10.68,38564885.0,41474.5632,30.89,2.55
72,2019/04/22,10.71,10.78,10.18,10.31,32877367.0,34805.3472,-34.64,2.14
73,2019/04/23,10.31,10.31,9.66,9.75,44431294.0,44753.4528,-54.32,2.75
74,2019/04/24,9.78,10.16,9.78,10.16,37749313.0,38426.0736,42.05,2.36
75,2019/04/25,9.75,9.87,9.18,9.23,61990932.0,60156.512,-91.54,3.69
76,2019/04/26,9.2,9.41,9.01,9.04,30058475.0,28190.8544,-20.59,1.73
77,2019/04/29,9.14,9.18,8.53,8.61,41919529.0,37383.9072,-47.57,2.29
