,日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,与年成交量比率
0,2019/01/02,11.01,11.16,10.94,11.1,1004729.0,1123.8742,0.0,0.0
1,2019/01/03,11.01,11.24,11.01,11.09,840400.0,942.279,-0.9,0.0
2,2019/01/04,10.95,11.7,10.82,11.43,2002101.0,2272.716,30.66,0.0
3,2019/01/07,11.5,11.62,11.25,11.58,2750901.0,3183.4658,13.12,0.0
4,2019/01/08,11.43,11.97,11.4,11.88,4062733.0,4812.5324,25.91,0.0
5,2019/01/09,11.84,11.93,11.65,11.8,2940501.0,3498.6744,-6.73,0.0
6,2019/01/10,11.8,11.9,11.68,11.8,1884304.0,2243.5156,0.0,0.0
7,2019/01/11,11.71,11.93,11.68,11.8,1654200.0,1967.2664,0.0,0.0
8,2019/01/14,11.78,11.82,11.52,11.59,1228271.0,1439.2483,-17.8,0.0
9,2019/01/15,11.53,11.88,11.52,11.85,1854101.0,2200.2526,22.43,0.0
10,2019/01/16,11.89,11.93,11.71,11.73,1122600.0,1336.4735,-10.13,0.0
11,2019/01/17,11.73,11.74,11.47,11.51,1012600.0,1182.4015,-18.76,0.0
12,2019/01/18,11.45,11.58,11.33,11.39,1762000.0,2027.123,-10.43,0.0
13,2019/01/21,11.4,11.56,11.35,11.44,1122845.0,1298.7406,4.39,0.0
14,2019/01/22,11.44,11.47,11.26,11.32,993816.0,1136.3289,-10.49,0.0
15,2019/01/23,10.92,11.33,10.92,11.23,787900.0,889.7753,-7.95,0.0
16,2019/01/24,11.34,11.59,11.25,11.49,1407800.0,1629.7286,23.15,0.0
17,2019/01/25,11.37,11.54,11.33,11.38,988700.0,1141.0426,-9.57,0.0
18,2019/01/28,11.38,11.56,11.17,11.19,1000800.0,1144.7343,-16.7,0.0
19,2019/01/29,11.24,11.28,10.51,10.89,1476600.0,1622.4689,-26.81,0.0
20,2019/01/30,10.74,10.9,10.67,10.67,755500.0,820.5515,-20.2,0.0
21,2019/01/31,10.7,10.83,10.46,10.51,800300.0,858.0814,-15.0,0.0
22,2019/02/01,10.53,10.94,10.53,10.93,869500.0,948.4837,39.96,0.0
23,2019/02/11,10.89,11.28,10.89,11.25,1212600.0,1361.0037,29.28,0.0
24,2019/02/12,11.21,12.39,11.21,12.09,7288554.0,8865.8576,74.67,0.0
25,2019/02/13,11.91,12.56,11.91,12.35,8543961.0,10626.8264,21.51,0.0
26,2019/02/14,12.42,12.9,12.18,12.32,5914850.0,7390.2,-2.43,0.0
27,2019/02/15,12.29,13.08,12.25,12.74,7691250.0,9794.5872,34.09,0.0
28,2019/02/18,12.74,13.47,12.5,13.2,9576802.0,12542.0992,36.11,0.0
29,2019/02/19,13.12,13.98,12.88,13.82,11835489.0,15956.6048,46.97,0.0
30,2019/02/20,14.1,14.77,13.67,14.08,11841008.0,16911.0848,18.81,0.0
31,2019/02/21,14.2,14.76,13.51,13.69,10415670.0,14716.1968,-27.7,0.0
32,2019/02/22,13.47,14.24,13.32,14.05,7629108.0,10647.7104,26.3,0.0
33,2019/02/25,14.08,14.62,13.91,14.55,11870264.0,17085.8416,35.59,0.0
34,2019/02/26,14.43,14.55,13.96,14.12,7037168.0,10091.8112,-29.55,0.0
35,2019/02/27,13.92,15.06,13.92,14.67,10416084.0,15296.5728,38.95,0.0
36,2019/02/28,14.56,15.05,14.13,14.4,5422256.0,7982.4536,-18.4,0.0
37,2019/03/01,14.58,14.85,14.3,14.54,3439034.0,5034.114,9.72,0.0
38,2019/03/04,14.55,15.29,14.48,14.73,7268999.0,10881.5152,13.07,0.0
39,2019/03/05,14.6,15.21,14.58,15.16,5242479.0,7885.8256,29.19,0.0
40,2019/03/06,15.45,15.77,14.85,15.7,7447530.0,11397.288,35.62,0.0
41,2019/03/07,16.2,17.28,16.09,17.28,6450914.0,10959.7792,100.64,0.0
42,2019/03/08,18.49,19.02,17.99,19.02,17560297.0,33193.648,100.69,0.0
43,2019/03/11,19.37,19.86,17.41,19.15,17829563.0,33284.0032,6.83,0.0
44,2019/03/12,18.6,21.08,18.6,19.95,14579514.0,29091.2768,41.78,0.0
45,2019/03/13,19.53,20.8,18.4,18.74,9157354.0,18129.7328,-60.65,0.0
46,2019/03/14,18.7,18.7,17.4,17.91,7108570.0,12769.6424,-44.29,0.0
47,2019/03/15,18.3,18.58,17.7,17.95,4038400.0,7350.3568,2.23,0.0
48,2019/03/18,17.95,18.03,17.53,18.0,3098400.0,5547.5872,2.79,0.0
49,2019/03/19,17.9,19.25,17.75,18.39,4490123.0,8345.2,21.67,0.0
50,2019/03/20,18.27,18.89,17.93,18.26,4036423.0,7490.56,-7.07,0.0
51,2019/03/21,17.99,18.84,17.99,18.6,4431793.0,8212.1464,18.62,0.0
52,2019/03/22,18.48,18.68,17.75,18.34,4207500.0,7679.6288,-13.98,0.0
53,2019/03/25,17.9,18.56,17.68,17.9,6008971.0,10926.7072,-23.99,0.0
54,2019/03/26,18.43,19.7,18.43,19.17,8499865.0,16662.472,70.95,0.0
55,2019/03/27,18.95,21.1,18.9,21.1,12141983.0,24701.2496,100.68,0.0
56,2019/03/28,21.4,22.4,20.08,20.2,10619600.0,22613.4656,-42.65,0.0
57,2019/03/29,20.32,21.2,20.12,20.5,7320156.0,15174.9248,14.85,0.0
58,2019/04/01,20.89,22.2,20.56,21.87,7005410.0,15271.5392,66.83,0.0
59,2019/04/02,21.24,23.1,21.24,22.57,7195901.0,16234.6896,32.01,0.0
60,2019/04/03,21.92,22.5,21.9,22.24,3811300.0,8500.532,-14.62,0.0
61,2019/04/04,22.36,22.65,21.78,21.86,3945400.0,8783.1384,-17.09,0.0
62,2019/04/08,21.88,21.91,20.29,20.86,5629101.0,11897.6464,-45.75,0.0
63,2019/04/09,20.99,22.96,20.99,22.52,10820086.0,24539.3312,79.58,0.0
64,2019/04/10,22.78,22.79,21.58,21.9,6283800.0,13959.2368,-27.53,0.0
65,2019/04/11,21.7,23.06,19.71,21.47,4732616.0,10535.0616,-19.63,0.0
66,2019/04/12,22.44,22.55,21.63,22.18,4491115.0,9969.8448,33.07,0.0
67,2019/04/15,22.01,22.86,21.37,22.3,8128735.0,17979.0352,5.41,0.0
68,2019/04/16,21.3,21.71,20.96,21.62,5692102.0,12223.4304,-30.49,0.0
69,2019/04/17,21.4,22.05,20.91,21.36,4251600.0,9174.1192,-12.03,0.0
70,2019/04/18,21.06,21.45,20.8,21.01,2707104.0,5756.3324,-16.39,0.0
71,2019/04/19,21.03,21.24,19.9,20.49,5224501.0,10776.1392,-24.75,0.0
72,2019/04/22,20.78,21.28,20.17,20.23,3479605.0,7259.596,-12.69,0.0
