,日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,与年成交量比率
0,2019/01/02,1250.62,1251.23,1226.87,1228.77,37899531.0,4071542.3744,0.0,0.42
1,2019/01/03,1226.74,1240.29,1213.87,1214.5,46874281.0,4597838.6432,-11.61,0.47
2,2019/01/04,1203.67,1246.39,1201.8,1245.16,57771140.0,5581672.448,25.24,0.57
3,2019/01/07,1250.4,1270.36,1244.82,1268.06,63864037.0,6192568.32,18.39,0.63
4,2019/01/08,1262.2,1270.43,1258.57,1263.51,59502582.0,5482119.168,-3.59,0.56
5,2019/01/09,1263.73,1285.31,1258.62,1262.52,67379457.0,6489010.5856,-0.78,0.66
6,2019/01/10,1262.1,1270.66,1255.74,1258.99,60079139.0,5496079.1552,-2.8,0.56
7,2019/01/11,1260.0,1266.67,1252.3,1261.56,57687061.0,5379160.8832,2.04,0.55
8,2019/01/14,1263.02,1264.04,1243.53,1246.0,56699158.0,5181520.6912,-12.33,0.53
9,2019/01/15,1243.93,1267.65,1238.59,1266.27,58126895.0,5380511.744,16.27,0.55
10,2019/01/16,1267.14,1277.27,1262.27,1267.3,55111235.0,5305709.3632,0.81,0.54
11,2019/01/17,1267.82,1267.82,1251.15,1251.41,51818064.0,4920144.2816,-12.54,0.5
12,2019/01/18,1255.6,1270.0,1248.85,1269.5,50640530.0,4784841.9328,14.46,0.49
13,2019/01/21,1271.39,1283.14,1266.8,1274.79,51088753.0,4927780.0448,4.17,0.5
14,2019/01/22,1273.47,1273.47,1247.45,1252.24,47440492.0,4733845.9136,-17.69,0.48
15,2019/01/23,1250.83,1255.41,1244.94,1251.13,41704004.0,4210204.2624,-0.89,0.43
16,2019/01/24,1252.38,1272.49,1248.06,1265.16,50755540.0,5339322.368,11.21,0.55
17,2019/01/25,1266.63,1276.99,1261.41,1265.49,51347193.0,5331645.2352,0.26,0.54
18,2019/01/28,1272.37,1279.82,1257.53,1259.74,51305174.0,5009346.1504,-4.54,0.51
